FullGeoName,Year,County,Activity,Reported human cases,Neuroinvasive disease cases,Identified by Blood Donor Screening,Notes
"GA, Crawford",1999-2024,13079,Non-human activity,0,0,0,
"GA, Crisp",1999-2024,13081,Human infections and non-human activity,4,3,2,
"GA, Dade",1999-2024,13083,Non-human activity,0,0,0,
"GA, Dawson",1999-2024,13085,Human infections,2,1,0,
"GA, Decatur",1999-2024,13087,Human infections and non-human activity,2,2,2,
"GA, De Kalb",1999-2024,13089,Human infections and non-human activity,60,36,15,
"GA, Dodge",1999-2024,13091,Non-human activity,0,0,0,
"GA, Dooly",1999-2024,13093,Non-human activity,0,0,0,
"GA, Dougherty",1999-2024,13095,Human infections and non-human activity,31,22,1,
"GA, Douglas",1999-2024,13097,Human infections and non-human activity,4,3,2,
"GA, Early",1999-2024,13099,Human infections and non-human activity,1,1,0,
"GA, Echols",1999-2024,13101,Human infections and non-human activity,1,1,0,
"GA, Effingham",1999-2024,13103,Non-human activity,0,0,0,
"GA, Elbert",1999-2024,13105,Non-human activity,0,0,0,
"GA, Emanuel",1999-2024,13107,Non-human activity,0,0,0,
"GA, Evans",1999-2024,13109,Non-human activity,0,0,0,
"GA, Fayette",1999-2024,13113,Human infections and non-human activity,2,2,1,
"GA, Floyd",1999-2024,13115,Human infections and non-human activity,5,4,0,
"GA, Forsyth",1999-2024,13117,Human infections and non-human activity,4,3,3,
"GA, Franklin",1999-2024,13119,Non-human activity,0,0,0,
"GA, Fulton",1999-2024,13121,Human infections and non-human activity,111,70,17,
"GA, Gilmer",1999-2024,13123,Non-human activity,0,0,0,
"GA, Glynn",1999-2024,13127,Human infections and non-human activity,9,6,0,
"GA, Gordon",1999-2024,13129,Human infections and non-human activity,0,0,1,
"GA, Grady",1999-2024,13131,Non-human activity,0,0,0,
"GA, Greene",1999-2024,13133,Non-human activity,0,0,0,
"GA, Gwinnett",1999-2024,13135,Human infections and non-human activity,18,9,9,
"GA, Habersham",1999-2024,13137,Human infections and non-human activity,3,0,0,
"GA, Hall",1999-2024,13139,Human infections and non-human activity,4,2,1,
"GA, Haralson",1999-2024,13143,Non-human activity,0,0,0,
"GA, Harris",1999-2024,13145,Non-human activity,0,0,0,
"GA, Hart",1999-2024,13147,Non-human activity,0,0,0,
"GA, Heard",1999-2024,13149,Non-human activity,0,0,0,
"GA, Henry",1999-2024,13151,Human infections and non-human activity,4,2,0,
"GA, Houston",1999-2024,13153,Human infections and non-human activity,14,11,2,
"GA, Irwin",1999-2024,13155,Non-human activity,0,0,0,
"GA, Jackson",1999-2024,13157,Non-human activity,0,0,0,
"GA, Jeff Davis",1999-2024,13161,Human infections and non-human activity,2,2,0,
"GA, Jefferson",1999-2024,13163,Non-human activity,0,0,0,
"GA, Jenkins",1999-2024,13165,Non-human activity,0,0,0,
"GA, Johnson",1999-2024,13167,Human infections and non-human activity,2,2,0,
"GA, Jones",1999-2024,13169,Human infections and non-human activity,1,0,1,
"GA, Lamar",1999-2024,13171,Human infections and non-human activity,1,1,0,
"GA, Lanier",1999-2024,13173,Non-human activity,0,0,0,
"GA, Laurens",1999-2024,13175,Non-human activity,0,0,0,
"GA, Lee",1999-2024,13177,Human infections and non-human activity,5,4,1,
"GA, Liberty",1999-2024,13179,Human infections and non-human activity,1,0,2,
"GA, Lincoln",1999-2024,13181,Non-human activity,0,0,0,
"GA, Long",1999-2024,13183,Human infections and non-human activity,1,0,0,
"GA, Lowndes",1999-2024,13185,Human infections and non-human activity,5,2,0,
"GA, Lumpkin",1999-2024,13187,Non-human activity,0,0,0,
"GA, Mcduffie",1999-2024,13189,Human infections and non-human activity,1,1,0,
"GA, Mcintosh",1999-2024,13191,Human infections and non-human activity,1,1,1,
"GA, Macon",1999-2024,13193,Human infections and non-human activity,2,2,0,
"GA, Madison",1999-2024,13195,Non-human activity,0,0,0,
"GA, Marion",1999-2024,13197,Non-human activity,0,0,0,
"GA, Meriwether",1999-2024,13199,Non-human activity,0,0,0,
"GA, Miller",1999-2024,13201,Human infections and non-human activity,5,3,0,
"GA, Mitchell",1999-2024,13205,Human infections and non-human activity,5,3,0,
"GA, Monroe",1999-2024,13207,Non-human activity,0,0,0,
"GA, Montgomery",1999-2024,13209,Human infections,1,0,0,
"GA, Morgan",1999-2024,13211,Human infections and non-human activity,1,1,0,
"GA, Murray",1999-2024,13213,Non-human activity,0,0,0,
"GA, Muscogee",1999-2024,13215,Human infections and non-human activity,52,36,10,
"GA, Newton",1999-2024,13217,Human infections and non-human activity,1,0,0,
"GA, Oconee",1999-2024,13219,Non-human activity,0,0,0,
"GA, Oglethorpe",1999-2024,13221,Non-human activity,0,0,0,
"GA, Paulding",1999-2024,13223,Human infections and non-human activity,3,1,0,
"GA, Peach",1999-2024,13225,Human infections and non-human activity,1,0,2,
"GA, Pickens",1999-2024,13227,Non-human activity,0,0,0,
"GA, Pierce",1999-2024,13229,Human infections and non-human activity,3,3,2,
"GA, Pike",1999-2024,13231,Human infections and non-human activity,2,1,0,
"GA, Polk",1999-2024,13233,Human infections and non-human activity,3,2,0,
"GA, Pulaski",1999-2024,13235,Non-human activity,0,0,0,
"GA, Putnam",1999-2024,13237,Human infections and non-human activity,1,0,1,
"GA, Quitman",1999-2024,13239,Human infections,1,1,0,
"GA, Rabun",1999-2024,13241,Non-human activity,0,0,0,
"GA, Randolph",1999-2024,13243,Human infections and non-human activity,1,1,0,
"GA, Richmond",1999-2024,13245,Human infections and non-human activity,24,17,2,
"GA, Rockdale",1999-2024,13247,Human infections and non-human activity,1,1,1,
"GA, Schley",1999-2024,13249,Human infections,1,0,0,
"GA, Screven",1999-2024,13251,Non-human activity,0,0,0,
"GA, Seminole",1999-2024,13253,Human infections and non-human activity,1,1,0,
"GA, Spalding",1999-2024,13255,Human infections and non-human activity,2,1,1,
"GA, Stephens",1999-2024,13257,Human infections and non-human activity,1,1,0,
"GA, Sumter",1999-2024,13261,Human infections and non-human activity,3,2,0,
"GA, Talbot",1999-2024,13263,Non-human activity,0,0,0,
"GA, Tattnall",1999-2024,13267,Human infections and non-human activity,0,0,1,
"GA, Taylor",1999-2024,13269,Human infections and non-human activity,3,1,0,
"GA, Telfair",1999-2024,13271,Human infections and non-human activity,0,0,1,
"GA, Terrell",1999-2024,13273,Human infections and non-human activity,1,0,0,
"GA, Thomas",1999-2024,13275,Human infections and non-human activity,2,1,0,
"GA, Tift",1999-2024,13277,Human infections and non-human activity,7,4,0,
"GA, Toombs",1999-2024,13279,Human infections and non-human activity,3,2,1,
"GA, Towns",1999-2024,13281,Non-human activity,0,0,0,
"GA, Treutlen",1999-2024,13283,Human infections and non-human activity,1,1,0,
"GA, Troup",1999-2024,13285,Human infections and non-human activity,1,0,1,
"GA, Turner",1999-2024,13287,Non-human activity,0,0,0,
"GA, Twiggs",1999-2024,13289,Non-human activity,0,0,0,
"GA, Union",1999-2024,13291,Non-human activity,0,0,0,
"GA, Upson",1999-2024,13293,Human infections and non-human activity,0,0,1,
"GA, Walker",1999-2024,13295,Human infections and non-human activity,2,1,0,
"GA, Walton",1999-2024,13297,Human infections and non-human activity,1,0,0,
"GA, Ware",1999-2024,13299,Human infections and non-human activity,2,2,2,
"GA, Warren",1999-2024,13301,Non-human activity,0,0,0,
"GA, Washington",1999-2024,13303,Human infections and non-human activity,0,0,1,
"GA, Wayne",1999-2024,13305,Human infections and non-human activity,4,3,1,
"GA, Wheeler",1999-2024,13309,Human infections and non-human activity,1,1,0,
"GA, White",1999-2024,13311,Human infections and non-human activity,2,1,0,
"GA, Whitfield",1999-2024,13313,Human infections and non-human activity,5,4,0,
"GA, Wilcox",1999-2024,13315,Non-human activity,0,0,0,
"GA, Wilkes",1999-2024,13317,Non-human activity,0,0,0,
"GA, Wilkinson",1999-2024,13319,Non-human activity,0,0,0,
"GA, Worth",1999-2024,13321,Human infections and non-human activity,1,1,0,
"HI, Honolulu",1999-2024,15003,Human infections,2,1,0,
"ID, Ada",1999-2024,16001,Human infections and non-human activity,337,50,29,
"ID, Adams",1999-2024,16003,Human infections and non-human activity,17,2,2,
"ID, Bannock",1999-2024,16005,Human infections and non-human activity,30,5,3,
"ID, Bear Lake",1999-2024,16007,Non-human activity,0,0,0,
"ID, Benewah",1999-2024,16009,Non-human activity,0,0,0,
"ID, Bingham",1999-2024,16011,Human infections and non-human activity,154,24,8,
"ID, Blaine",1999-2024,16013,Human infections and non-human activity,11,1,0,
"ID, Boise",1999-2024,16015,Human infections and non-human activity,7,1,0,
"ID, Bonner",1999-2024,16017,Non-human activity,0,0,0,
"ID, Bonneville",1999-2024,16019,Human infections and non-human activity,39,3,4,
"ID, Boundary",1999-2024,16021,Human infections and non-human activity,1,1,0,
"ID, Butte",1999-2024,16023,Human infections and non-human activity,5,0,0,
"ID, Camas",1999-2024,16025,Human infections,2,1,0,
"ID, Canyon",1999-2024,16027,Human infections and non-human activity,259,56,7,
"ID, Caribou",1999-2024,16029,Human infections and non-human activity,1,1,1,
"ID, Cassia",1999-2024,16031,Human infections and non-human activity,6,2,0,
"ID, Clark",1999-2024,16033,Non-human activity,0,0,0,
"ID, Clearwater",1999-2024,16035,Human infections,1,0,0,
"ID, Custer",1999-2024,16037,Human infections and non-human activity,9,0,0,
"ID, Elmore",1999-2024,16039,Human infections and non-human activity,95,11,2,
"ID, Franklin",1999-2024,16041,Human infections and non-human activity,4,2,0,
"ID, Fremont",1999-2024,16043,Human infections and non-human activity,6,0,0,
"ID, Gem",1999-2024,16045,Human infections and non-human activity,49,11,0,
"ID, Gooding",1999-2024,16047,Human infections and non-human activity,68,14,5,
"ID, Idaho",1999-2024,16049,Human infections and non-human activity,3,0,0,
"ID, Jefferson",1999-2024,16051,Human infections and non-human activity,15,3,2,
"ID, Jerome",1999-2024,16053,Human infections and non-human activity,16,2,5,
"ID, Kootenai",1999-2024,16055,Human infections and non-human activity,4,3,0,
"ID, Latah",1999-2024,16057,Non-human activity,0,0,0,
"ID, Lemhi",1999-2024,16059,Human infections and non-human activity,11,3,0,
"ID, Lewis",1999-2024,16061,Human infections,2,2,0,
"ID, Lincoln",1999-2024,16063,Human infections and non-human activity,18,5,0,
"ID, Madison",1999-2024,16065,Human infections and non-human activity,9,3,0,
"ID, Minidoka",1999-2024,16067,Human infections and non-human activity,25,9,1,
"ID, Oneida",1999-2024,16071,Human infections and non-human activity,2,0,0,
"ID, Owyhee",1999-2024,16073,Human infections and non-human activity,55,15,2,
"ID, Payette",1999-2024,16075,Human infections and non-human activity,52,13,2,
"ID, Power",1999-2024,16077,Human infections and non-human activity,2,0,0,
"ID, Teton",1999-2024,16081,Human infections and non-human activity,5,0,0,
"ID, Twin Falls",1999-2024,16083,Human infections and non-human activity,60,18,9,
"ID, Valley",1999-2024,16085,Human infections and non-human activity,3,2,1,
"ID, Washington",1999-2024,16087,Human infections and non-human activity,62,18,3,
"IL, Adams",1999-2024,17001,Human infections and non-human activity,7,2,1,
"IL, Alexander",1999-2024,17003,Non-human activity,0,0,0,
"IL, Bond",1999-2024,17005,Human infections and non-human activity,6,4,1,
"IL, Boone",1999-2024,17007,Human infections and non-human activity,7,5,0,
"IL, Brown",1999-2024,17009,Human infections and non-human activity,1,1,0,
"IL, Bureau",1999-2024,17011,Human infections and non-human activity,2,1,0,
"IL, Calhoun",1999-2024,17013,Non-human activity,0,0,0,
"IL, Carroll",1999-2024,17015,Human infections and non-human activity,2,2,0,
"IL, Cass",1999-2024,17017,Human infections and non-human activity,1,0,0,
"IL, Champaign",1999-2024,17019,Human infections and non-human activity,9,8,1,
"IL, Christian",1999-2024,17021,Human infections and non-human activity,2,2,1,
"IL, Clark",1999-2024,17023,Human infections and non-human activity,2,1,0,
"IL, Clay",1999-2024,17025,Human infections and non-human activity,1,0,0,
"IL, Clinton",1999-2024,17027,Human infections and non-human activity,12,8,1,
"IL, Coles",1999-2024,17029,Human infections and non-human activity,6,4,0,
"IL, Cook",1999-2024,17031,Human infections and non-human activity,1725,1178,58,
"IL, Crawford",1999-2024,17033,Human infections and non-human activity,8,5,0,
"IL, Cumberland",1999-2024,17035,Human infections and non-human activity,3,1,0,
"IL, De Kalb",1999-2024,17037,Human infections and non-human activity,9,3,3,
"IL, De Witt",1999-2024,17039,Human infections and non-human activity,1,1,0,
"IL, Douglas",1999-2024,17041,Human infections and non-human activity,1,0,0,
"IL, Du Page",1999-2024,17043,Human infections and non-human activity,341,215,29,
"IL, Edgar",1999-2024,17045,Human infections and non-human activity,4,4,0,
"IL, Edwards",1999-2024,17047,Human infections and non-human activity,1,0,0,
"IL, Effingham",1999-2024,17049,Human infections and non-human activity,9,3,0,
"IL, Fayette",1999-2024,17051,Human infections and non-human activity,2,2,0,
"IL, Ford",1999-2024,17053,Human infections and non-human activity,4,3,0,
"IL, Franklin",1999-2024,17055,Human infections and non-human activity,12,9,1,
"IL, Fulton",1999-2024,17057,Human infections and non-human activity,10,6,0,
"IL, Gallatin",1999-2024,17059,Human infections and non-human activity,2,1,0,
"IL, Greene",1999-2024,17061,Human infections and non-human activity,1,0,0,
"IL, Grundy",1999-2024,17063,Human infections and non-human activity,2,2,1,
"IL, Hamilton",1999-2024,17065,Non-human activity,0,0,0,
"IL, Hancock",1999-2024,17067,Human infections and non-human activity,2,1,0,
"IL, Hardin",1999-2024,17069,Human infections and non-human activity,1,1,0,
"IL, Henderson",1999-2024,17071,Human infections and non-human activity,2,1,0,
"IL, Henry",1999-2024,17073,Human infections and non-human activity,5,2,2,
"IL, Iroquois",1999-2024,17075,Human infections and non-human activity,1,0,1,
"IL, Jackson",1999-2024,17077,Human infections and non-human activity,12,6,0,
"IL, Jasper",1999-2024,17079,Human infections and non-human activity,3,2,0,
"IL, Jefferson",1999-2024,17081,Human infections and non-human activity,5,3,3,
"IL, Jersey",1999-2024,17083,Human infections and non-human activity,1,0,0,
"IL, Jo Daviess",1999-2024,17085,Human infections and non-human activity,4,3,0,
"IL, Johnson",1999-2024,17087,Non-human activity,0,0,0,
"IL, Kane",1999-2024,17089,Human infections and non-human activity,104,63,19,
"IL, Kankakee",1999-2024,17091,Human infections and non-human activity,14,11,1,
"IL, Kendall",1999-2024,17093,Human infections and non-human activity,16,10,4,
"IL, Knox",1999-2024,17095,Human infections and non-human activity,2,1,0,
"IL, Lake",1999-2024,17097,Human infections and non-human activity,86,51,2,
"IL, La Salle",1999-2024,17099,Human infections and non-human activity,26,15,1,
"IL, Lawrence",1999-2024,17101,Human infections and non-human activity,0,0,1,
"IL, Lee",1999-2024,17103,Human infections and non-human activity,3,3,0,
"IL, Livingston",1999-2024,17105,Human infections and non-human activity,3,1,1,
"IL, Logan",1999-2024,17107,Human infections and non-human activity,2,1,0,
"IL, Mcdonough",1999-2024,17109,Human infections and non-human activity,1,1,1,
"IL, Mchenry",1999-2024,17111,Human infections and non-human activity,40,23,5,
"IL, Mclean",1999-2024,17113,Human infections and non-human activity,20,14,0,
"IL, Macon",1999-2024,17115,Human infections and non-human activity,17,10,1,
"IL, Macoupin",1999-2024,17117,Human infections and non-human activity,13,6,0,
"IL, Madison",1999-2024,17119,Human infections and non-human activity,30,20,4,
"IL, Marion",1999-2024,17121,Human infections and non-human activity,9,6,1,
"IL, Marshall",1999-2024,17123,Human infections and non-human activity,3,1,0,
"IL, Mason",1999-2024,17125,Human infections and non-human activity,4,1,0,
"IL, Massac",1999-2024,17127,Human infections and non-human activity,3,2,0,
"IL, Menard",1999-2024,17129,Human infections and non-human activity,2,1,0,
"IL, Mercer",1999-2024,17131,Human infections and non-human activity,1,0,0,
"IL, Monroe",1999-2024,17133,Human infections and non-human activity,3,2,0,
